X1,X2,X3,X4,X5,X6,scale,U,negUlog,hf,T,status
1,1,1,0,1,0,1,0.505416575,0.682372288,9.025013499,7.56090047,1
0,0,0,0,0,0,1,0.122892725,2.096443456,1,209.6443456,1
0,1,0,0,0,0,1,0.706299751,0.347715555,2.013752707,17.26704344,1
1,1,1,1,1,1,1,0.383359738,0.958781466,20.08553692,4.773491839,1
0,0,1,0,0,0,1,0.182990527,1.698320894,1.105170918,153.6704292,1
0,1,0,0,0,0,1,0.864299586,0.145835828,2.013752707,7.241992881,1
0,0,0,1,0,0,1,0.522525019,0.649082412,1.105170918,58.73140539,1
0,0,0,0,0,0,1,0.571520872,0.559454275,1,55.94542755,1
1,0,0,1,0,0,1,0.441965652,0.81652311,2.225540928,36.68874834,1
0,0,1,0,0,0,1,0.900390814,0.104926372,1.105170918,9.494130735,1
1,0,1,1,1,0,1,0.118693768,2.13120848,4.953032424,43.02835713,1
0,1,1,1,0,1,1,0.057519061,2.855638898,4.953032424,57.65435502,1
0,1,1,1,0,1,1,0.580053762,0.544634487,4.953032424,10.99598066,1
1,0,0,0,0,0,1,0.907952902,0.096562772,2.013752707,4.795165341,1
1,0,0,1,0,0,1,0.479745417,0.734499698,2.225540928,33.00319883,1
1,0,1,1,1,0,1,0.322390469,1.131991831,4.953032424,22.85452092,1
1,1,0,1,0,1,1,0.376731198,0.976223348,9.025013499,10.81686302,1
1,0,1,1,1,0,1,0.055188151,2.897006999,4.953032424,58.48956257,1
1,0,1,1,1,0,1,0.129252414,2.045988092,4.953032424,41.30778717,1
0,1,0,0,0,0,1,0.239867966,1.427666649,2.013752707,70.89582766,1
0,1,1,1,0,1,1,0.291493531,1.232737464,4.953032424,24.88854017,1
0,0,0,1,0,0,1,0.862054962,0.148436249,1.105170918,13.43106726,1
0,1,0,0,0,0,1,0.471323793,0.752209963,2.013752707,37.3536413,1
1,0,0,0,0,0,1,0.31797041,1.145796952,2.013752707,56.89859273,1
0,0,0,0,0,0,1,0.428272994,0.84799445,1,84.79944497,1
1,1,1,0,1,0,1,0.150857929,1.891416752,9.025013499,20.95749499,1
0,0,1,1,0,0,1,0.972535189,0.02784902,1.221402758,2.280084937,1
0,0,1,1,0,0,1,0.766970268,0.265307242,1.221402758,21.72151979,1
0,1,1,0,0,0,1,0.933881319,0.068405916,2.225540928,3.073675955,1
0,0,0,0,0,0,1,0.020128746,3.905606345,1,390.5606345,1
1,1,1,0,1,0,1,0.158514407,1.841909794,9.025013499,20.40894226,1
1,0,0,0,0,0,1,0.991657576,0.008377417,2.013752707,0.416010214,1
1,0,1,1,1,0,1,0.892570943,0.113649281,4.953032424,2.294539404,1
1,0,1,0,1,0,1,0.279806103,1.273658406,4.48168907,28.41916042,1
1,0,0,1,0,0,1,0.189247826,1.664697875,2.225540928,74.79969717,1
1,1,1,1,1,1,1,0.50679012,0.679658326,20.08553692,3.383819553,1
0,1,0,0,0,0,1,0.65787782,0.418736049,2.013752707,20.79381683,1
1,0,0,0,0,0,1,0.023541042,3.749009908,2.013752707,186.1703224,1
1,1,1,0,1,0,1,0.866521028,0.143268903,9.025013499,1.58746469,1
0,1,0,1,0,1,1,0.449795541,0.798962153,4.48168907,17.82725532,1
0,0,1,1,0,0,1,0.325839559,1.12135017,1.221402758,91.80838688,1
1,0,1,0,1,0,1,0.296358235,1.216186304,4.48168907,27.13678448,1
1,0,0,0,0,0,1,0.336319012,1.089695128,2.013752707,54.11265862,1
0,1,1,0,0,0,1,0.387237828,0.948716231,2.225540928,42.62856813,1
1,0,0,0,0,0,1,0.397921106,0.92150152,2.013752707,45.76041122,1
0,1,1,1,0,1,1,0.237803837,1.436309158,4.953032424,28.99858178,1
1,1,0,0,0,0,1,0.918796653,0.084690451,4.055199967,2.08844081,1
1,1,0,0,0,0,1,0.652240297,0.427342231,4.055199967,10.53812967,1
1,1,1,0,1,0,1,0.151196947,1.889172007,9.025013499,20.9326225,1
1,1,0,1,0,1,1,0.127927445,2.056292013,9.025013499,22.78436495,1
0,1,1,1,0,1,1,0.54026153,0.615701943,4.953032424,12.43080783,1
0,0,0,1,0,0,1,0.671526466,0.39820185,1.105170918,36.03079343,1
0,0,1,1,0,0,1,0.93361838,0.068687511,1.221402758,5.6236578,1
1,0,1,1,1,0,1,0.865063964,0.144951828,4.953032424,2.926526941,1
1,0,0,1,0,0,1,0.608130888,0.497365144,2.225540928,22.34805652,1
1,0,0,1,0,0,1,0.273866376,1.295114969,2.225540928,58.19326674,1
0,1,1,0,0,0,1,0.35193384,1.044312074,2.225540928,46.92396626,1
0,0,1,1,0,0,1,0.654987612,0.423138956,1.221402758,34.64368762,1
0,0,0,1,0,0,1,0.718982618,0.329918097,1.105170918,29.85222388,1
0,0,1,1,0,0,1,0.066814014,2.705842437,1.221402758,221.5356416,1
1,1,1,0,1,0,1,0.54021052,0.615796364,9.025013499,6.823218205,1
1,0,0,1,0,0,1,0.831083047,0.185025553,2.225540928,8.313734029,1
1,0,1,1,1,0,1,0.685908108,0.377011614,4.953032424,7.611733216,1
0,0,0,0,0,0,1,0.164385699,1.805539788,1,180.5539788,1
1,1,1,0,1,0,1,0.342023914,1.07287462,9.025013499,11.88778964,1
1,1,0,0,0,0,1,0.652136596,0.427501235,4.055199967,10.54205067,1
0,1,1,1,0,1,1,0.845273803,0.168094677,4.953032424,3.393772991,1
1,1,0,0,0,0,1,0.582879893,0.539774128,4.055199967,13.31066613,1
0,1,1,0,0,0,1,0.064400769,2.742629711,2.225540928,123.2342967,1
1,0,1,0,1,0,1,0.800470561,0.222555523,4.48168907,4.965884941,1
1,0,1,0,1,0,1,0.603994926,0.504189482,4.48168907,11.24998798,1
1,1,1,1,1,1,1,0.220642305,1.511212419,20.08553692,7.523883604,1
1,0,1,1,1,0,1,0.217778573,1.524276452,4.953032424,30.77461082,1
1,1,0,0,0,0,1,0.835178874,0.180109356,4.055199967,4.441442042,1
1,1,0,0,0,0,1,0.41443706,0.880834161,4.055199967,21.72110298,1
1,0,0,0,0,0,1,0.2904788,1.236224684,2.013752707,61.38910102,1
0,0,0,0,0,0,1,0.712036835,0.339625635,1,33.9625635,1
0,1,0,1,0,1,1,0.644799649,0.438815631,4.48168907,9.791300211,1
0,1,0,0,0,0,1,0.309111776,1.174052334,2.013752707,58.3017135,1
0,1,1,0,0,0,1,0.805244029,0.216609905,2.225540928,9.732910435,1
0,0,0,1,0,0,1,0.657626026,0.419118859,1.105170918,37.92344262,1
1,1,1,1,1,1,1,0.02364306,3.744685658,20.08553692,18.64369209,1
0,1,1,0,0,0,1,0.334318045,1.09566251,2.225540928,49.23129005,1
0,1,1,1,0,1,1,0.591598326,0.524927378,4.953032424,10.59810097,1
1,0,1,1,1,0,1,0.087875295,2.431836567,4.953032424,49.09793352,1
0,1,0,1,0,1,1,0.954588698,0.046474714,4.48168907,1.036991032,1
0,1,0,0,0,0,1,0.510792595,0.671791652,2.013752707,33.36018616,1
0,0,0,0,0,0,1,0.402274865,0.910619679,1,91.06196792,1
1,0,0,1,0,0,1,0.55275411,0.592842024,2.225540928,26.63810924,1
1,0,1,0,1,0,1,0.360424996,1.020471399,4.48168907,22.76979467,1
1,0,0,0,0,0,1,0.574448866,0.554344192,2.013752707,27.5279179,1
1,1,1,0,1,0,1,0.06232703,2.775360073,9.025013499,30.75186617,1
0,1,1,0,0,0,1,0.282121574,1.265417187,2.225540928,56.8588594,1
1,1,0,0,0,0,1,0.773205154,0.257210866,4.055199967,6.342741858,1
1,0,1,1,1,0,1,0.079168248,2.536179976,4.953032424,51.20459061,1
0,1,1,0,0,0,1,0.794232312,0.230379276,2.225540928,10.35160814,1
0,0,1,0,0,0,1,0.715814912,0.334333649,1.105170918,30.25175953,1
1,1,0,1,0,1,1,0.946014492,0.05549739,9.025013499,0.614928615,1
0,1,1,1,0,1,1,0.119094637,2.127836837,4.953032424,42.96028483,1
1,1,1,1,1,1,1,0.679849318,0.385884097,20.08553692,1.921203793,1
0,0,0,0,0,0,1,0.112853496,2.181664794,1,218.1664794,1
1,0,0,1,0,0,1,0.9319206,0.070507661,2.225540928,3.168113447,1
0,1,0,0,0,0,1,0.441966569,0.816521036,2.013752707,40.54723467,1
0,0,0,0,0,0,1,0.314800099,1.155817446,1,115.5817446,1
1,0,1,0,1,0,1,0.205319634,1.583187325,4.48168907,35.32568414,1
0,1,0,0,0,0,1,0.155636953,1.860229207,2.013752707,92.37624859,1
0,1,1,0,0,0,1,0.145545152,1.927268921,2.225540928,86.59777477,1
1,1,1,0,1,0,1,0.705451198,0.348917683,9.025013499,3.866118134,1
1,0,0,1,0,0,1,0.080054777,2.525044172,2.225540928,113.4575482,1
1,1,1,1,1,1,1,0.375783964,0.978740864,20.08553692,4.872863833,1
0,0,1,0,0,0,1,0.686896919,0.375571044,1.105170918,33.98307335,1
0,1,0,1,0,1,1,0.011503216,4.465128661,4.48168907,99.63048733,1
1,0,0,0,0,0,1,0.537226307,0.621335845,2.013752707,30.85462496,1
0,0,1,1,0,0,1,0.807709603,0.213552687,1.221402758,17.48421521,1
1,0,1,1,1,0,1,0.740504739,0.300423245,4.953032424,6.065440717,1
1,0,1,1,1,0,1,0.427891054,0.848886663,4.953032424,17.13872615,1
0,0,0,1,0,0,1,0.009996725,4.605497785,1.105170918,416.7226724,1
1,0,1,0,1,0,1,0.227280764,1.481569181,4.48168907,33.05827687,1
0,0,0,1,0,0,1,0.387474337,0.948105659,1.105170918,85.78814761,1
1,1,1,1,1,1,1,0.362691569,1.014202478,20.08553692,5.04941681,1
0,1,0,0,0,0,1,0.385929038,0.952101767,2.013752707,47.27997451,1
1,1,0,1,0,1,1,0.198042871,1.619271752,9.025013499,17.94204243,1
0,0,1,0,0,0,1,0.711367496,0.340566111,1.105170918,30.81569605,1
0,1,0,1,0,1,1,0.191239006,1.654231291,4.48168907,36.91088929,1
0,0,0,0,0,0,1,0.408781326,0.89457492,1,89.45749203,1
1,0,1,1,1,0,1,0.660229837,0.415167267,4.953032424,8.382082552,1
1,1,0,1,0,1,1,0.529586514,0.635658738,9.025013499,7.043299585,1
0,1,1,1,0,1,1,0.466669587,0.762133795,4.953032424,15.38721594,1
0,1,1,1,0,1,1,0.781330964,0.246756449,4.953032424,4.981926791,1
1,1,0,0,0,0,1,0.064628626,2.739097843,4.055199967,67.54532121,1
0,1,1,0,0,0,1,0.480686887,0.732539183,2.225540928,32.91510723,1
0,0,0,1,0,0,1,0.891131024,0.115263809,1.105170918,10.42950075,1
1,1,0,1,0,1,1,0.763587766,0.269727209,9.025013499,2.988662661,1
1,0,1,1,1,0,1,0.544664761,0.607584792,4.953032424,12.26692538,1
1,1,0,0,0,0,1,0.745817816,0.293273923,4.055199967,7.232045892,1
0,1,1,0,0,0,1,0.173734661,1.750226078,2.225540928,78.64272706,1
0,1,1,1,0,1,1,0.245182938,1.405750662,4.953032424,28.38161637,1
0,1,1,1,0,1,1,0.857500178,0.153733892,4.953032424,3.10383375,1
0,1,0,0,0,0,1,0.563520494,0.573551576,2.013752707,28.48172838,1
0,1,1,1,0,1,1,0.932299686,0.070100964,4.953032424,1.415314061,1
1,1,1,0,1,0,1,0.401454684,0.912660618,9.025013499,10.1125679,1
0,1,0,1,0,1,1,0.69078727,0.369923361,4.48168907,8.254105882,1
1,1,1,0,1,0,1,0.283990977,1.258812814,9.025013499,13.94804355,1
1,1,0,0,0,0,1,0.14450747,1.93442408,4.055199967,47.70231051,1
1,0,0,0,0,0,1,0.831531424,0.184486189,2.013752707,9.161313022,1
1,1,1,1,1,1,1,0.635375487,0.453539137,20.08553692,2.258038403,1
1,0,0,1,0,0,1,0.087987605,2.430559324,2.225540928,109.2120703,1
0,0,1,1,0,0,1,0.405533101,0.902552779,1.221402758,73.89477168,1
0,1,0,1,0,1,1,0.371066939,0.991372803,4.48168907,22.12051723,1
1,0,1,0,1,0,1,0.467885486,0.759531701,4.48168907,16.94744302,1
0,0,0,1,0,0,1,0.415066976,0.879315384,1.105170918,79.56374618,1
1,0,1,0,1,0,1,0.106253678,2.241925856,4.48168907,50.02412752,1
1,0,1,0,1,0,1,0.593059459,0.522460617,4.48168907,11.65767212,1
0,0,1,1,0,0,1,0.281874485,1.266293396,1.221402758,103.6753346,1
0,0,0,0,0,0,1,0.567288665,0.566886996,1,56.68869957,1
1,0,0,0,0,0,1,0.803606546,0.2186455,2.013752707,10.85761421,1
0,1,1,1,0,1,1,0.805715427,0.216024667,4.953032424,4.361462801,1
1,0,1,0,1,0,1,0.378054095,0.972717984,4.48168907,21.70427195,1
0,0,0,1,0,0,1,0.758980415,0.275779306,1.105170918,24.95354353,1
0,0,1,0,0,0,1,0.489017851,0.715356284,1.105170918,64.72811332,1
0,0,0,0,0,0,1,0.334657203,1.094648545,1,109.4648545,1
0,1,0,1,0,1,1,0.736627496,0.305672948,4.48168907,6.820485382,1
0,1,0,0,0,0,1,0.410924147,0.88934664,2.013752707,44.16364712,1
1,0,1,1,1,0,1,0.249502608,1.388285912,4.953032424,28.02900917,1
0,1,1,0,0,0,1,0.17119189,1.764970186,2.225540928,79.30522255,1
1,0,0,0,0,0,1,0.625806377,0.468714258,2.013752707,23.27566124,1
1,0,0,0,0,0,1,0.3545203,1.03698967,2.013752707,51.49538302,1
0,1,0,0,0,0,1,0.548506964,0.600555302,2.013752707,29.82269373,1
1,1,0,1,0,1,1,0.86998471,0.139279642,9.025013499,1.543262421,1
1,1,1,1,1,1,1,0.084253464,2.473925599,20.08553692,12.31695029,1
0,1,1,1,0,1,1,0.864510723,0.14559157,4.953032424,2.939443099,1
1,0,0,0,0,0,1,0.783160172,0.244418041,2.013752707,12.13744074,1
0,0,0,1,0,0,1,0.213380141,1.544680006,1.105170918,139.7684268,1
1,1,1,1,1,1,1,0.763306896,0.270095105,20.08553692,1.344724347,1
0,1,0,1,0,1,1,0.217015145,1.527788135,4.48168907,34.08956112,1
1,0,0,0,0,0,1,0.121824136,2.105176784,2.013752707,104.5399853,1
0,1,0,0,0,0,1,0.187567337,1.673617365,2.013752707,83.10937877,1
1,1,0,1,0,1,1,0.006600721,5.020576352,9.025013499,55.62957166,1
0,0,1,1,0,0,1,0.096394236,2.339308874,1.221402758,191.5264116,1
0,1,0,1,0,1,1,0.475915428,0.742515114,4.48168907,16.56775162,1
1,1,0,0,0,0,1,0.505317189,0.682568949,4.055199967,16.83194306,1
1,0,0,0,0,0,1,0.820229996,0.198170495,2.013752707,9.840855567,1
0,0,1,1,0,0,1,0.485400316,0.722781335,1.221402758,59.17633063,1
0,0,0,0,0,0,1,0.547720623,0.601989933,1,60.19899333,1
0,0,0,0,0,0,1,0.161270311,1.824673374,1,182.4673374,1
0,0,1,0,0,0,1,0.03602716,3.323482167,1.105170918,300.7211023,1
0,1,0,0,0,0,1,0.865373882,0.144593632,2.013752707,7.18030725,1
0,1,1,0,0,0,1,0.41040405,0.890613118,2.225540928,40.01782697,1
1,0,0,0,0,0,1,0.64138932,0.444118643,2.013752707,22.05427911,1
1,0,0,1,0,0,1,0.990144648,0.009904237,2.225540928,0.445026059,1
0,0,0,0,0,0,1,0.956417028,0.044561239,1,4.456123944,1
0,1,0,0,0,0,1,0.910219855,0.09406911,2.013752707,4.671333737,1
1,1,1,1,1,1,1,0.265515154,1.326083363,20.08553692,6.602180304,1
0,1,0,0,0,0,1,0.303074037,1.193778156,2.013752707,59.28126883,1
0,1,1,0,0,0,1,0.469477365,0.756135192,2.225540928,33.97534427,1
0,1,0,1,0,1,1,0.272681124,1.29945221,4.48168907,28.99469798,1
0,0,0,0,0,0,1,0.886991133,0.119920294,1,11.99202936,1
0,0,0,1,0,0,1,0.246501944,1.400385397,1.105170918,126.7121107,1
0,0,0,0,0,0,1,0.441135614,0.818402935,1,81.84029351,1
0,0,1,1,0,0,1,0.001090019,6.82156057,1.221402758,558.5021422,1
0,1,1,1,0,1,1,0.048463961,3.026934822,4.953032424,61.11276008,1
1,0,1,1,1,0,1,0.414958127,0.879577662,4.953032424,17.75836672,1
0,0,0,1,0,0,1,0.940623496,0.06121233,1.105170918,5.538720643,1
0,1,1,0,0,0,1,0.788317649,0.237854162,2.225540928,10.68747643,1
0,0,0,1,0,0,1,0.100529826,2.297300822,1.105170918,207.8683744,1
0,1,1,1,0,1,1,0.77113949,0.259886001,4.953032424,5.247007873,1
0,1,0,1,0,1,1,0.165239812,1.800357455,4.48168907,40.17140472,1
1,0,1,0,1,0,1,0.696538106,0.361632776,4.48168907,8.069117925,1
1,1,1,0,1,0,1,0.18449003,1.690159855,9.025013499,18.72750501,1
1,0,1,1,1,0,1,0.870275453,0.138945505,4.953032424,2.805261362,1
0,1,1,1,0,1,1,0.260516732,1.345088188,4.953032424,27.15686215,1
1,1,1,0,1,0,1,0.697274815,0.360575664,9.025013499,3.995292235,1
1,0,0,1,0,0,1,0.571407302,0.559653011,2.225540928,25.14683076,1
0,0,0,1,0,0,1,0.086713973,2.445140246,1.105170918,221.2454387,1
0,0,0,1,0,0,1,0.310243718,1.170397104,1.105170918,105.9019094,1
1,0,1,0,1,0,1,0.302599162,1.195346248,4.48168907,26.67177998,1
1,1,1,1,1,1,1,0.697590281,0.360123339,20.08553692,1.792948529,1
0,0,0,0,0,0,1,0.122922753,2.096199144,1,209.6199144,1
1,1,0,1,0,1,1,0.380486422,0.966304786,9.025013499,10.70696223,1
0,1,1,0,0,0,1,0.989877429,0.010174153,2.225540928,0.457154152,1
0,1,1,1,0,1,1,0.407973985,0.896551868,4.953032424,18.10107003,1
1,0,0,0,0,0,1,0.973934463,0.026411264,2.013752707,1.311544535,1
0,1,0,1,0,1,1,0.43654923,0.828854126,4.48168907,18.49423539,1
1,1,1,1,1,1,1,0.921683744,0.081553126,20.08553692,0.406029104,1
1,0,0,0,0,0,1,0.734071844,0.309148376,2.013752707,15.351854,1
0,1,1,0,0,0,1,0.750188749,0.287430438,2.225540928,12.91508211,1
0,0,0,1,0,0,1,0.040262103,3.212344628,1.105170918,290.6649619,1
1,1,0,1,0,1,1,0.248313182,1.393064501,9.025013499,15.43559465,1
1,0,1,1,1,0,1,0.806891434,0.21456615,4.953032424,4.332015862,1
